Disease_State	Top2markers:expression	Cell_Type	q0	q5	q10	q15	q20	q25	q30	q35	q40	q45	q50	q55	q60	q65	q70	q75	q80	q85	q90	q95	q100
PD	INS:12.7|GCG:2.4	Beta	0.5166652	3.272676	4.2057489	4.7672587	5.231312	5.7525518	6.3479305	6.8536223	7.7846326	8.6189518	9.4135151	9.970929	10.9109821	11.7071187	12.474377	14.4813481	15.8173412	17.7916557	19.9748456	24.2015926	32.6024132
PD	INS:12.5|GCG:2.4	Beta	0.8050545	2.5271211	3.0423307	3.5360018	3.7874323	4.0173497	4.2978248	4.4580424	4.7453018	5.0184424	5.3242546	5.7008551	5.9355556	6.614174	7.1517118	8.05463	9.8057997	15.8596439	28.600551	42.2474143	49.7774503
PD	INS:12.8|GCG:2.3	Beta	0.448233	2.7623477	3.2335478	3.6640428	3.8897412	4.1487736	4.3837204	4.5904133	4.8626946	5.18015	5.7411981	6.0054912	6.3938335	6.9962905	7.7164662	8.200562	9.2418736	10.8197632	12.4921494	17.4771012	39.6265554
PD	INS:12.8|GCG:2.4	Beta	2.0119969	4.5551389	5.8709671	6.6983226	7.1842097	7.5817562	8.0550903	8.3716434	8.7847981	9.4255125	9.8259488	10.1963074	10.6968071	11.1410634	11.6348402	12.2334257	12.9125805	13.9349751	15.4891464	19.6893729	37.2414596
PD	PPY:10.2|GCG:1.4	Gamma	5.012429067	9.772946531	10.42945772	11.25891726	12.51431778	13.03082315	13.50061827	14.12065692	14.72195463	15.29419445	15.78624668	16.09823997	16.46575284	17.01564984	17.51924977	18.60220899	19.99120795	21.40361634	23.44623915	25.90318553	31.51596697
PD	PPY:11|GCG:3.2	Gamma	0.239623163	7.143544738	8.575791872	9.349412338	9.76699024	10.19264916	10.73180794	11.04830166	11.41345134	11.97672836	12.29011026	12.65331112	13.21969292	13.64726014	14.53491143	14.99613397	16.0743353	17.17787921	19.13760493	23.12125466	36.08020012
PD	PPY:10|INS:3.2	Gamma	7.16084041	9.556621	10.11008086	10.47302633	10.88003027	11.56429507	11.9023921	12.34935907	12.70180394	13.39643583	13.54084996	14.36047869	14.7648855	15.16124095	16.00569709	16.90183648	17.72615197	18.84494354	20.0349006	22.90503878	37.56313305
PD	PPY:10.4|INS:4.2	Gamma	9.61984129	10.34584321	10.50497143	10.62918252	10.8772024	11.11233258	11.72739502	12.15612511	12.34770022	12.51368789	12.60457943	13.57788775	13.7663039	14.02054616	14.45389048	15.54136667	16.60515743	17.79987988	19.52417188	21.03368191	24.87588295
PD	PPY:10.3|INS:3.6	Gamma	5.244345789	9.909020638	10.51064705	10.97682893	11.51431514	11.9057303	12.13351924	12.26646976	12.53469149	12.98285523	13.26416165	13.77399728	14.18686685	14.53219274	15.15198213	15.95892839	16.32982008	17.00139018	19.71390102	22.44452385	35.73107984
PD	PPY:9.2|INS:6.1	Gamma	0.746518359	6.788543552	7.657485495	8.601062329	9.338641723	10.05059088	10.58131558	10.93581866	11.24262676	11.61523088	12.28020275	12.693286	13.14512418	13.58695429	14.27690032	14.71794044	15.1113125	16.31688377	18.32796249	22.99318935	35.02476068
PD	PPY:10.7|GCG:3.1	Gamma	9.91094837	10.85756962	11.64571522	12.1906613	12.66595077	13.19454606	13.67096189	13.6971362	14.76339692	15.09884371	15.22937813	15.32929473	15.4876197	16.08395035	16.29900488	16.93027416	18.11474188	19.28554302	20.76069824	22.78627993	23.09558274
PD	PPY:9.9|INS:6.5	Gamma	4.76313522	6.96967837	9.19481955	11.01433612	11.50293368	11.92702911	12.80032855	13.47454472	13.88129156	14.25680111	14.7529767	15.49094216	16.2991895	17.39228788	17.95345236	18.53642283	22.16286554	23.84169782	25.48773694	27.08326499	33.44508168
PD	PPY:10.5|GCG:2.2	Gamma	2.20572942	7.859731951	8.090784428	9.408911488	10.22174965	10.62970954	10.67334129	10.95078888	11.2741325	11.70139323	13.69763992	13.83399613	13.96042184	14.41416074	14.81734433	15.22254315	15.45698079	17.44027924	25.54810377	34.7628807	44.30248692
PD	PPY:9.9|GCG:1.8	Gamma	0.500172179	6.20658012	7.3741528	7.962258295	9.014499212	9.561218542	10.1922506	10.53011116	11.02973742	11.89231401	12.51858375	13.36677684	14.92377194	16.247695	17.63010741	18.74827546	21.68465235	24.39410492	25.85627119	29.92532852	34.64815755
PD	PPY:10.6|INS:6.4	Gamma	3.0628824	7.079158	9.7042262	11.0319671	12.0852128	13.0709502	13.725707	14.2090371	14.8773936	15.4068006	16.0061463	16.8632839	17.558084	18.3523577	18.860021	20.3511994	22.1567548	26.0638052	29.0182212	33.1926458	43.9633575
PD	SST:9.9|INS:6.3	Delta	1.46916662	4.88057442	6.86027242	7.69205389	8.22471157	8.63926445	8.9651481	9.43815206	9.78476907	10.14919116	10.95065411	11.82658894	13.32545421	14.46341455	16.45049709	19.41917326	23.3238238	26.76743132	31.07148165	37.96290969	48.26233161
PD	SST:10.8|GCG:1	Delta	4.915086403	9.77691038	10.49782038	11.10188198	11.34755499	11.74925581	12.37668038	12.91767563	13.16004941	13.38016007	13.89173849	14.25989492	14.75897298	15.79217306	16.16942332	16.81800524	17.99479014	19.22910107	20.98143668	23.91347055	38.18618314
PD	SST:11.6|GCG:3.2	Delta	1.534209734	7.493590306	8.622030294	9.194332571	9.885243937	10.37042591	10.75956781	11.16047336	11.5042398	12.08661216	12.66119004	13.12546107	13.6850742	14.42798204	15.47090189	17.07267067	18.71589357	22.57582277	28.17558847	35.56904575	48.8275347
PD	SST:10.3|GCG:2.6	Delta	5.8857812	8.2542729	9.0671894	9.8442724	10.2260523	10.7030925	11.1938842	11.6880843	11.9996005	12.4507738	12.9622848	13.4632474	14.0391983	14.611618	15.3857282	16.1181511	17.023376	18.667823	22.4131864	25.3112458	34.4826954
PD	SST:9.7|GCG:9.2	Delta	3.46292736	6.25721261	7.48473225	7.99747529	9.06236336	9.77853148	10.23691893	10.81602538	10.90346602	11.08940056	11.49501238	12.40279692	13.14482075	13.9861988	14.36395973	14.77712355	15.17632799	15.30031153	15.62425908	16.67785761	19.45889344
PD	SST:10.4|INS:2.8	Delta	2.21712671	8.38092857	8.97196324	9.41780806	9.90194909	10.26240767	10.67601082	11.02312791	11.30627061	11.71007422	12.07545706	12.67520755	13.19596039	13.70867502	14.52058296	15.29270341	16.8516396	18.73347651	22.13655598	26.54973336	41.8002028
PD	SST:10.9|INS:3.5	Delta	2.31706804	7.70313994	8.82289066	9.79467293	10.16654071	10.5208505	10.82250452	11.12374654	11.48955911	11.81078089	12.15425684	12.75728279	13.31350093	14.16567438	15.49041013	16.04304805	18.30302873	21.46691484	24.5202102	28.55880623	34.60841009
PD	SST:11.1|GCG:3	Delta	2.845716067	8.39286666	9.101663462	9.589401298	10.13830145	10.50116449	10.89423057	11.08582712	11.65756942	12.20549681	12.4499366	12.69892184	12.97779302	13.50257509	14.38787264	15.0972604	15.82425644	18.14481325	19.52287792	20.55417275	26.90299269
PD	SST:10.7|INS:7.6	Delta	2.18108603	5.85287445	7.41338277	8.43564665	9.36838998	9.74766725	10.1973146	10.77454467	11.22783404	11.60340353	12.28199696	12.85000942	13.38894703	14.10097893	15.07946523	16.30549395	18.22017208	20.94959114	23.60866075	27.5555878	46.59774949
PD	SST:10.8|INS:6.9	Delta	0.627276906	4.472308551	5.313434389	6.418172534	7.327028515	7.875707867	8.178648924	8.45196323	8.727186273	9.185425888	9.576962037	9.906691795	10.35135306	10.91904674	11.53243665	12.84220429	13.7653197	16.36526066	17.52160104	20.89453676	30.24063974
PD	SST:11.3|INS:3.3	Delta	0.0373871	7.94461444	8.34280236	9.30771761	9.46307316	10.30787397	11.43660632	11.92059142	12.50074969	13.73773209	14.0923171	14.29547838	15.25442032	16.64562238	17.82566103	18.70085178	24.38263417	26.00766634	28.19466986	31.21313431	38.53734865
PD	SST:11.8|INS:2.6	Delta	3.9976984	7.92499305	8.65171346	9.68978575	9.95466173	10.56000845	10.75146702	11.47920126	11.96062422	12.3148413	13.32110542	14.19101935	14.83758916	15.62066375	16.88054387	17.55959638	18.92071782	21.0796762	21.9373495	26.98107508	36.99259769
PD	SST:11|INS:7.1	Delta	0.655674757	7.596733226	8.831722213	9.234251376	9.6277893	9.848771814	10.53687969	10.92727852	12.10512843	12.48325164	12.80014019	13.47066005	14.68565132	15.38433158	16.06108487	17.20408584	18.50425844	20.13527465	22.47506211	26.45438647	33.03674327
PD	SST:11.1|INS:5.5	Delta	3.214772107	6.125448894	7.411553879	7.803328183	8.128438456	8.467169367	9.024344369	9.403348471	9.659671702	10.09439724	10.59594128	10.96219891	11.63119521	12.02012531	12.53895381	13.10005428	13.48378012	13.85689132	16.69215006	18.31799669	30.34862276
PD	SST:10.8|INS:8.3	Delta	3.50702689	7.21917573	7.81977928	8.86138495	9.64345068	10.18765015	10.40772006	10.53101964	10.87021285	11.34902647	11.99213306	12.45205391	12.85371514	13.55662259	14.27095428	14.93918011	15.79972516	17.05995752	18.68854481	21.50971204	27.65035784
PD	SST:11.8|INS:6.6	Delta	3.45455089	6.84543172	7.92431286	8.62119497	9.06825978	9.63523474	9.97258794	10.33544776	11.02939245	11.3074276	11.66049413	12.10172892	12.56389628	13.14134144	14.56440561	15.34253969	16.38323745	18.10457569	19.15195119	23.7204608	38.33844458
PD	SST:12.3|INS:3.4	Delta	1.402182786	5.104407735	7.591743586	8.852001888	9.905330626	10.54301366	11.35747203	11.8041326	12.69181121	13.35320033	13.76354066	14.36722705	15.27822831	16.08693626	16.58738561	16.78675506	17.79567141	18.43651132	23.71681493	26.93176173	49.09114675
PD	SST:11.7|GCG:1.4	Delta	3.573174507	3.889044405	5.445581427	6.228121387	7.839137428	9.336182268	9.86780167	10.36203534	11.14196272	12.09086499	12.88642758	14.02200697	14.64133792	15.94447241	16.50931903	17.17074425	19.48970024	28.80072751	29.73550748	31.42253138	37.26628376
PD	SST:11.8|INS:6.1	Delta	0.5557049	5.7484759	7.4728166	8.1469199	8.8072082	9.2854513	9.6890786	10.2091305	10.6729324	10.9932437	11.3265007	11.9101603	12.7233314	13.5510375	14.3746692	15.8482841	17.9176616	20.2852575	26.0187532	32.8101955	49.051795
PD	KRT19:5|GCG:2	Ductal	0.22955433	5.01332013	6.27911201	6.97657631	7.54320249	8.12599963	8.48829946	9.07168421	9.60585625	10.44655874	11.25360722	12.32715645	13.66456861	15.34476807	16.64589499	18.85643379	21.30267081	24.38471035	28.1591154	34.08101843	49.50690175
PD	KRT19:5.9|GCG:2.2	Ductal	0.79453127	3.3432824	4.08837732	4.66822033	5.12498148	5.64438017	6.14632258	6.43744439	6.83409728	7.1704736	7.77839159	8.11520426	8.60824295	9.38651675	9.6976097	10.69098884	11.36759138	12.71452279	15.60842723	18.46644183	32.13128156
PD	KRT19:4.7|GCG:0.5	Ductal	0	1.371009473	3.494066389	4.413694417	5.065471301	5.5671358	6.24858462	6.916150318	7.460980332	8.180871185	9.021497964	10.05175611	11.02844031	11.89225693	13.59523448	15.02431852	17.26866543	19.62581943	23.0224173	28.26824941	48.66381515
PD	KRT19:5.4|GCG:0.6	Ductal	0.053240953	5.072663932	6.518908575	7.333302549	7.985582751	8.770219184	9.243549673	9.747524462	10.3836528	10.93609895	11.41437427	11.8246717	12.46272107	13.10740084	14.34134321	15.77512854	16.67100757	17.4700432	21.15705121	24.69615357	40.93133042
PD	KRT19:4|GCG:3	Ductal	0.102968613	6.060108105	7.251787033	8.317755146	9.027668949	9.981900378	10.79415555	11.31071524	12.29706458	12.9208681	13.99461039	15.27367854	15.89721011	17.30213981	18.7923137	20.67935408	22.32234407	24.6993838	28.71217412	36.83204369	49.42189646
PD	KRT19:5.2|GCG:2	Ductal	3.816042	5.8618561	6.2378956	6.9080023	7.3049008	7.7910312	8.1950887	8.5545113	9.0435553	9.6005048	10.1950293	11.3090707	12.3397226	13.3408056	13.8694501	15.0333275	15.5808054	17.4716764	20.0606002	24.0967036	37.5770265
PD	KRT19:4.6|GCG:2.2	Ductal	0.6772503	6.4807761	7.654328	8.4344515	9.1145691	9.4635139	9.9782961	10.4728546	11.2109464	11.7802263	12.4067804	13.0285663	13.7319667	14.8256424	15.716361	17.0434043	19.1158214	20.8103259	23.764617	30.2917104	49.8868078
PD	KRT19:4|GCG:1.4	Ductal	3.83920777	7.67715381	8.69970499	9.24681735	9.70924746	10.11134588	10.56590003	10.9474429	11.42890495	11.72660563	12.04321781	12.51724752	12.93719995	13.60812324	14.17992077	14.68988552	15.70629161	17.19741665	19.62131942	23.44306246	44.51231719
PD	KRT19:4.3|GCG:2.4	Ductal	1.52647619	7.0781777	8.26836439	8.8405629	9.30463144	9.8906832	10.29892545	10.77577811	11.14242416	11.45667077	12.03246623	12.60178468	12.91705648	13.60641783	14.28031494	15.25964578	16.94838565	18.90771194	21.03891883	24.08578461	39.80705538
PD	KRT19:4.7|GCG:2.2	Ductal	4.968818262	7.916130074	8.652649636	9.323098974	9.94585345	10.34154916	10.71118281	11.01665219	11.26840528	11.64017013	11.9576943	12.50322017	13.02852601	13.44003946	14.47940937	15.12952568	16.33041695	18.35895386	22.82639115	28.13837694	40.29504156
PD	KRT19:3.5|INS:2.7	Ductal	0.053914908	4.760105927	6.835847699	7.765558804	8.493732836	9.372788887	9.944769789	10.73700676	11.90732257	12.95250373	13.93614725	14.86631411	16.16572293	17.01247394	18.70395823	19.94625923	21.8905655	24.45910953	26.29479273	30.47731887	44.72981513
PD	KRT19:6.4|GCG:1.4	Ductal	2.12613418	4.53497276	5.92801303	6.77194316	7.11701841	7.86437291	8.23589414	8.535014	9.14415153	9.58965468	10.16206599	10.44214317	10.86464107	11.57329817	12.23414757	13.53458914	16.4637934	18.25658646	20.97084168	24.60800387	39.04123444
PD	KRT19:6.1|GCG:0.9	Ductal	1.68037433	4.62341794	5.7012122	6.89268836	7.72523119	8.16880151	8.69407579	8.97534009	9.41278248	9.88709318	10.54043436	11.50051928	12.28036276	14.67408712	15.90071956	18.06741348	18.94491862	20.65973717	24.91372229	28.54752131	44.43955271
PD	KRT19:4.7|INS:3.8	Ductal	0.060846499	4.248056812	6.517102619	6.918749098	7.550523049	7.962557939	8.895133173	9.407757649	9.764059087	10.26320939	10.85861838	11.13830641	11.33057078	12.0854932	12.57982824	13.23779211	13.71050155	16.07970428	18.96079595	21.76344201	40.42790457
PD	KRT19:5.8|GCG:1.2	Ductal	0.003551761	3.917320496	5.486970012	6.182843832	7.009464379	7.664744617	8.1956386	8.650537284	9.124098301	9.643452007	10.0964213	10.38786336	10.75422086	11.49874985	12.39168979	13.20934103	14.86373532	16.99913784	20.77067651	25.29617428	45.68018771
PD	KRT19:3.1|GCG:2.4	Ductal	0	7.040330765	13.37740311	19.81084272	22.00831312	24.1587121	26.88069345	28.99366123	30.60039585	31.97101823	33.95945057	35.85908302	36.56746102	37.91630367	39.06019382	40.68055854	41.9167858	44.02313747	45.35102517	46.96027597	50.01131403
PD	KRT19:4.6|GCG:1.5	Ductal	0.003454135	4.890413695	7.01490147	7.899556457	8.528205193	9.352865382	10.35385611	11.56303413	12.70749588	14.75524511	18.75005114	21.24536064	23.52649533	25.68085844	29.25815743	32.04359715	36.16938592	40.36948891	42.78716176	47.55562496	49.92366193
PD	KRT19:5.1|GCG:1	Ductal	0.056730152	3.045745962	3.99434349	4.473278721	4.890325835	5.230563838	6.327586599	6.883975791	7.609497353	8.448323581	9.675096251	11.52414717	12.8018972	15.31860042	15.96498207	16.82244954	18.46263163	21.0944823	24.74743354	27.37122789	37.85749483
PD	KRT19:5.4|INS:4.5	Ductal	2.2988775	5.5607383	6.838758	7.4804657	8.0585107	8.4585314	8.8836943	9.2944121	9.6291438	9.8991671	10.4493838	10.7767784	11.6971694	12.4823871	13.4564262	15.1440359	16.8762471	18.1015785	21.189535	26.1740026	47.9961946
PD	PRSS1:7.8|KRT19:1	Acinar	0.00586974	1.74868388	2.44941026	2.83761648	3.13459995	3.4860827	3.81597522	4.00542816	4.45994551	4.76185176	5.10657945	5.71241609	6.07555904	6.81345551	8.05642096	8.92457008	11.09258692	13.47876586	18.68162781	25.49024595	44.67622361
PD	PRSS1:7.4|KRT19:0.6	Acinar	0	1.983258681	3.079046792	3.851750845	4.327846304	4.634664608	4.957501586	5.386833617	5.701970353	6.021551699	6.379557755	6.764077711	7.128718747	7.711735406	8.665724528	9.330546307	10.90089549	13.08466654	16.25602061	24.32161653	47.74183728
PD	PRSS1:5.9|GCG:2.6	Acinar	0.001913183	2.006152297	3.147838802	3.579725626	4.030661184	4.200537774	4.404553341	4.641857632	4.893320197	5.300453575	5.597778543	5.844597822	6.100520088	6.468513731	6.864777327	7.293577189	8.237908909	9.375876484	12.5196441	22.13442545	41.33282843
PD	PRSS1:6.6|GCG:1.8	Acinar	0.3390794	3.4260397	4.0363254	4.3148017	4.6576747	5.0220916	5.4177063	5.8002314	6.0500208	6.4281711	6.6950578	7.0826244	7.5286166	8.0728178	8.8898035	9.6456788	10.8830796	12.0578072	14.8346488	17.6582758	27.0453557
PD	PRSS1:6.4|INS:0.6	Acinar	0	3.94633904	4.6120102	5.15233183	5.56230082	5.79488018	6.04352931	6.3767986	6.65994688	7.03583443	7.30636851	7.62483816	7.8969988	8.27948449	8.68088259	9.32032772	10.18340243	11.19304613	12.78044676	15.15955249	34.20190098
PD	PRSS1:7|GCG:1.6	Acinar	0.07191541	3.30758694	4.15544424	4.69966781	5.13303945	5.39180377	5.7395333	5.92913246	6.1411618	6.48168911	6.71943899	6.88121945	7.23037341	7.47792828	7.93075748	8.23706645	8.73606506	9.26751257	10.18279695	11.85853263	29.10797854
PD	PRSS1:7|GCG:1.5	Acinar	0.676927445	3.825641483	4.261514307	4.794168502	5.122991505	5.463704391	5.764040574	6.0266931	6.276522744	6.486840331	6.799254402	6.985494494	7.267929131	7.605879546	8.107108114	8.550989409	8.933571061	9.382053174	10.77024267	14.23110898	43.59658915
PD	PRSS1:6.9|KRT19:1	Acinar	0.006582078	1.873346813	2.359014677	2.679691027	3.017306111	3.345220867	3.535374953	3.767978996	3.966593573	4.198989521	4.395895875	4.707754694	5.002363804	5.355252746	5.981287902	6.797973121	8.026317185	9.764778897	12.29292183	17.40276064	45.44384273
PD	PRSS1:9|KRT19:0.4	Acinar	0	2.9673957	3.70873106	4.23631678	4.47642681	4.68941308	5.12625691	5.41162278	5.69690467	5.85061698	6.15418049	6.47657477	6.88589251	7.35944434	8.36572894	8.99856327	11.11314363	14.09984258	19.80618514	29.32725449	44.4232878
PD	PRSS1:9.1|KRT19:0.6	Acinar	0	2.52968209	3.17953343	3.61596971	3.93985571	4.30761489	4.51759788	4.94709528	5.20553402	5.65927979	6.021893	6.27631692	6.81463868	7.35017186	7.87799127	8.91409964	9.96794244	12.2147647	14.00716939	24.06679977	45.29143041
PD	PRSS1:7.8|INS:5.8	Acinar	0.001954718	2.214292919	2.748281603	3.286862666	3.729086678	4.17536801	4.30456916	4.497360889	4.840613778	5.202636733	5.42849154	5.858250876	6.480952991	6.96848003	7.156325982	7.284435124	8.903044214	11.55339135	14.11676109	15.87703655	26.45080764
PD	PRSS1:8|GCG:2.2	Acinar	0.310883031	2.045580492	2.553287551	3.043141366	3.293203514	3.647722656	3.845955938	4.488685173	4.840931566	5.093036283	5.398056331	5.85167349	6.196462462	6.588455025	6.943279662	7.400546672	7.842500594	7.982592172	8.534549764	9.704580719	12.565594
PD	PRSS1:8.6|INS:6.6	Acinar	0.04204571	2.24887029	3.19026064	3.50919124	4.11537819	4.45844405	4.795712	5.16838922	5.4168459	5.77547246	5.9879203	6.34312173	6.73898006	7.27801939	7.88826225	8.62610135	9.40323093	10.44858816	11.70433399	16.04361177	27.79017932
PD	PRSS1:7.6|INS:6	Acinar	0.57054199	3.28775834	4.30123597	4.53580219	4.63686435	4.921895	5.11448361	5.35608558	5.97542386	6.22883967	6.49765784	6.94761522	7.70499256	8.81652304	9.61691302	10.14565276	10.57478815	12.80866631	16.51034986	21.19341328	27.05913625
PD	PRSS1:6.3|KRT19:2.1	Acinar	0	0.009776504	0.11226985	0.660853488	2.215319602	3.103602919	3.776759029	4.498580028	5.16721859	5.721586362	6.360731836	7.070449835	9.203286031	13.79759644	23.31407468	27.63977192	32.88911763	39.76997329	43.21472716	46.82040669	49.97489945
PD	PRSS1:5.8|KRT19:2	Acinar	0	0.005768615	2.579492896	3.392173962	4.495825152	5.045464739	5.541499993	6.523723717	8.206095558	9.301300975	11.14436446	16.67391909	21.95352081	25.98544976	31.50524979	34.51420824	38.29487095	41.10633162	44.04268744	47.44345361	49.27068854
PD	PRSS1:8.1|GCG:1.6	Acinar	0.2928961	1.3225973	2.4145776	3.123565	3.4509974	3.6529325	3.8742302	4.0101252	4.5189178	4.8741483	5.1556083	5.7069907	6.1185925	6.4852537	6.8858214	7.6001427	8.2831395	8.9029643	10.83217	15.1298193	41.1281801
PD	COL1A1:5.7|GCG:2.3	Stellate	0.02311964	1.49401945	2.67405397	3.05255035	3.7061338	4.12031962	4.40627682	4.71842531	5.00428774	5.40260936	5.69097474	6.02174537	6.54347447	7.02010508	7.46224623	8.18944226	10.20718702	13.53292503	17.64222952	23.19569491	47.8934973
PD	COL1A1:2.6|PECAM1:1.3	Stellate	3.32972817	4.376843704	5.398932305	6.521815697	6.84195812	7.085912089	7.292464808	7.543599323	7.747686621	8.035501249	8.27299594	8.678443221	8.962200879	9.33822384	9.756513554	10.04479376	10.23928347	10.85620629	12.0509232	13.82040811	22.72768122
PD	COL1A1:5.9|GCG:2.8	Stellate	0.007803353	1.585768579	2.792944117	3.705300689	4.170248299	4.8991141	5.260122404	5.573342592	5.850587623	6.062320146	6.394124024	6.694827641	6.980795382	7.340038405	7.981296584	8.364631632	8.968324543	10.15002705	11.31749804	14.22680589	37.50320049
PD	COL1A1:6.1|GCG:1.7	Stellate	1.6204432	4.2725201	5.0518463	5.5588399	5.993827	6.3172192	6.6032463	6.8378418	7.1322626	7.4714537	7.6475964	7.8955596	8.4482305	8.7141549	9.233631	9.8786887	10.6064863	11.2867609	12.5015532	14.6328365	28.4812638
